81,59,85,13,40,3,1
66,41,78,77,22,1,1
78,28,71,75,22,4,1
14,23,83,21,35,3,1
78,34,17,17,35,5,1
80,19,6,63,25,2,0
86,88,89,36,26,4,0
17,25,15,87,24,2,1
21,66,15,73,36,5,1
13,30,15,86,22,5,1
34,66,67,39,35,3,1
74,69,76,82,21,5,0
74,82,39,10,24,2,0
74,98,96,92,40,2,1
16,88,34,32,29,1,1
41,27,17,14,23,2,0
86,88,89,36,26,4,0
32,26,76,9,32,5,1
25,28,19,26,34,1,0
39,29,15,39,34,5,1
15,26,19,43,22,2,1
75,75,35,53,27,1,0
41,27,17,14,23,2,1
31,32,57,65,25,4,0
10,72,16,30,24,5,1
35,66,76,72,27,4,0
10,21,89,26,23,5,0
69,70,76,87,35,2,0
61,43,33,69,31,1,0
30,35,27,76,32,2,0
84,20,41,79,23,4,1
66,17,88,42,33,2,0
65,76,23,83,23,2,0
10,21,89,26,23,5,1
21,3,91,63,26,2,0
34,63,77,41,37,4,1
70,20,68,7,28,2,1
83,83,18,66,35,3,0
40,80,28,40,22,2,1
16,35,79,92,25,4,0
18,60,78,26,26,1,0
80,61,94,73,26,1,0
70,20,68,7,28,2,0
87,28,22,31,23,4,1
74,9,80,67,29,2,1
14,79,83,22,25,5,1
66,88,85,39,39,2,0
86,88,89,36,26,4,1
16,35,79,92,25,4,0
26,25,21,52,26,4,1
12,91,16,70,23,5,1
72,10,21,82,34,4,1
40,73,33,75,36,5,1
83,83,18,66,35,3,0
74,98,96,92,40,2,1
83,83,18,66,35,3,1
74,9,80,67,29,2,0
18,60,78,26,26,1,1
77,65,7,33,37,1,0
32,26,76,9,32,5,0
36,28,27,79,24,3,0
77,65,7,33,37,1,1
36,90,69,47,24,2,1
75,32,12,32,33,3,0
77,30,76,83,35,3,1
21,26,50,32,24,5,0
26,64,35,9,33,5,0
83,83,18,66,35,3,0
66,32,3,76,33,2,1
75,25,65,7,33,4,0
36,28,27,79,24,3,1
76,76,14,29,29,2,0
15,26,19,43,22,2,1
7,31,47,14,25,2,1
75,25,65,7,33,4,1
32,78,84,19,34,2,0
32,78,84,19,34,2,1
66,33,62,68,30,4,0
74,69,76,82,21,5,0
66,17,88,42,33,2,1
77,30,76,83,35,3,1
72,70,41,20,27,5,1
34,63,77,41,37,4,1
36,90,69,47,24,2,0
72,67,75,48,29,3,0
59,66,80,35,38,5,1
34,66,67,39,35,3,0
27,82,29,66,27,2,1
80,61,94,73,26,1,0
77,20,39,27,33,2,1
78,15,27,12,28,2,1
43,28,48,8,37,2,1
36,90,69,47,24,2,0
5,76,90,76,36,1,1
66,17,88,42,33,2,1
21,23,61,82,28,2,0
67,85,70,66,30,5,0
39,58,36,67,23,5,0
27,82,29,66,27,2,0
59,66,80,35,38,5,1
39,58,36,67,23,5,0
67,85,70,66,30,5,0
82,18,41,29,26,1,0
24,17,81,89,35,5,0
85,78,78,83,33,2,0
74,82,39,10,24,2,1
40,80,28,40,22,2,1
36,28,27,79,24,3,0
35,66,76,72,27,4,1
68,15,84,42,25,3,1
36,28,27,79,24,3,0
17,29,9,26,24,4,0
84,20,41,79,23,4,0
74,98,96,92,40,2,0
80,19,6,63,25,2,1
81,59,85,13,40,3,0
35,37,25,79,37,4,1
84,20,41,79,23,4,0
23,22,91,60,37,2,0
74,82,39,10,24,2,0
15,26,19,43,22,2,0
40,73,33,75,36,5,0
66,32,3,76,33,2,1
35,37,25,79,37,4,0
32,26,76,9,32,5,1
74,9,80,67,29,2,1
17,25,15,87,24,2,0
30,35,27,76,32,2,0
21,26,50,32,24,5,0
68,15,84,42,25,3,0
5,76,90,76,36,1,0
73,16,74,22,24,4,1
72,70,41,20,27,5,0
78,28,71,75,22,4,1
75,32,12,32,33,3,1
88,77,47,61,22,4,0
74,69,76,82,21,5,0
66,17,88,42,33,2,0
70,20,68,7,28,2,1
68,66,42,23,38,3,0
39,29,15,39,34,5,0
21,23,61,82,28,2,1
77,73,25,94,24,4,0
24,16,60,71,36,2,0
73,16,74,22,24,4,1
23,22,91,60,37,2,0
77,20,39,27,33,2,1
21,23,61,82,28,2,0
77,20,39,27,33,2,0
78,34,17,17,35,5,0
40,73,33,75,36,5,0
35,66,76,72,27,4,1
66,33,62,68,30,4,0
83,83,18,66,35,3,0
14,23,83,21,35,3,1
82,18,41,29,26,1,1
87,28,22,31,23,4,0
14,79,83,22,25,5,1
77,20,39,27,33,2,1
66,32,3,76,33,2,0
24,16,60,71,36,2,1
85,66,43,77,36,4,0
42,74,35,32,22,4,0
89,71,91,74,39,4,0
72,18,40,25,26,5,1
35,37,25,79,37,4,0
26,25,21,52,26,4,0
35,37,25,79,37,4,1
31,77,82,82,22,2,1
78,15,27,12,28,2,1
86,88,89,36,26,4,0
14,79,83,22,25,5,1
5,76,90,76,36,1,1
67,32,25,72,25,1,0
77,30,76,83,35,3,0
40,80,28,40,22,2,1
41,23,54,81,37,3,1
13,30,15,86,22,5,1
26,64,35,9,33,5,0
14,23,83,21,35,3,0
13,30,15,86,22,5,1
17,25,15,87,24,2,1
61,43,33,69,31,1,1
42,20,59,20,24,3,0
66,33,62,68,30,4,1
34,63,77,41,37,4,1
31,77,82,82,22,2,1
86,88,89,36,26,4,1
21,66,15,73,36,5,0
15,26,19,43,22,2,1
24,81,38,21,38,1,0
27,82,29,66,27,2,1
36,90,69,47,24,2,1
74,69,76,82,21,5,1
16,35,79,92,25,4,1
89,71,91,74,39,4,1
75,75,35,53,27,1,0
39,29,15,39,34,5,0
86,88,89,36,26,4,1
90,34,83,94,25,3,0
85,66,43,77,36,4,0
26,64,35,9,33,5,1
43,28,48,8,37,2,1
78,15,27,12,28,2,0
66,32,3,76,33,2,0
76,76,14,29,29,2,1
21,3,91,63,26,2,1
66,32,3,76,33,2,0
66,88,85,39,39,2,1
31,77,82,82,22,2,1
85,78,78,83,33,2,0
84,20,41,79,23,4,0
10,72,16,30,24,5,1
73,74,30,19,39,5,1
85,66,43,77,36,4,0
79,36,79,11,35,3,1
29,75,33,32,23,2,1
20,74,77,84,38,4,1
26,64,35,9,33,5,0
72,67,75,48,29,3,0
66,41,78,77,22,1,0
85,66,43,77,36,4,0
14,79,83,22,25,5,1
66,88,85,39,39,2,1
17,66,24,78,37,1,0
35,76,59,78,25,5,0
17,66,24,78,37,1,1
21,66,15,73,36,5,1
27,82,29,66,27,2,0
35,76,59,78,25,5,1
29,75,33,32,23,2,1
89,71,91,74,39,4,0
20,74,77,84,38,4,0
79,36,79,11,35,3,0
70,20,68,7,28,2,1
26,64,35,9,33,5,1
35,66,76,72,27,4,0
73,16,74,22,24,4,0
66,41,78,77,22,1,1
26,25,21,52,26,4,1
42,74,35,32,22,4,1
72,18,40,25,26,5,0
81,59,85,13,40,3,1
17,66,24,78,37,1,0
31,77,82,82,22,2,0
59,66,80,35,38,5,0
84,20,41,79,23,4,1
41,23,54,81,37,3,0
90,34,83,94,25,3,1
83,83,18,66,35,3,0
41,27,17,14,23,2,1
26,64,35,9,33,5,0
35,66,76,72,27,4,1
30,35,27,76,32,2,1
15,26,19,43,22,2,0
59,66,80,35,38,5,1
16,35,79,92,25,4,0
67,32,25,72,25,1,1
66,88,85,39,39,2,0
67,32,25,72,25,1,1
24,16,60,71,36,2,1
18,60,78,26,26,1,0
21,3,91,63,26,2,1
32,78,84,19,34,2,1
25,28,19,26,34,1,0
78,28,71,75,22,4,0
73,74,30,19,39,5,0
12,39,25,90,32,2,0
65,76,23,83,23,2,1
24,81,38,21,38,1,0
74,9,80,67,29,2,0
82,18,41,29,26,1,0
40,80,28,40,22,2,1
78,15,27,12,28,2,1
75,32,12,32,33,3,1
68,15,84,42,25,3,1
85,66,43,77,36,4,0
72,10,21,82,34,4,1
75,25,65,7,33,4,1
10,21,89,26,23,5,1
78,28,71,75,22,4,1
77,73,25,94,24,4,1
61,43,33,69,31,1,1
25,69,78,88,31,2,1
23,22,91,60,37,2,1
14,23,83,21,35,3,1
66,17,88,42,33,2,1
88,77,47,61,22,4,0
72,10,21,82,34,4,1
18,60,78,26,26,1,1
69,70,76,87,35,2,0
43,28,48,8,37,2,0
24,16,60,71,36,2,1
34,66,67,39,35,3,0
77,30,76,83,35,3,0
77,65,7,33,37,1,1
65,76,23,83,23,2,1
12,39,25,90,32,2,1
83,83,18,66,35,3,0
24,81,38,21,38,1,0
35,37,25,79,37,4,1
17,66,24,78,37,1,1
78,34,17,17,35,5,0
7,31,47,14,25,2,1
87,28,22,31,23,4,1
39,29,15,39,34,5,1
68,66,42,23,38,3,0
59,66,80,35,38,5,1
42,74,35,32,22,4,0
12,39,25,90,32,2,1
68,15,84,42,25,3,0
76,76,14,29,29,2,1
25,28,19,26,34,1,0
90,34,83,94,25,3,0
90,34,83,94,25,3,1
85,78,78,83,33,2,0
21,26,50,32,24,5,0
75,32,12,32,33,3,0
43,28,48,8,37,2,1
10,72,16,30,24,5,0
77,73,25,94,24,4,1
42,74,35,32,22,4,1
5,76,90,76,36,1,1
12,91,16,70,23,5,1
39,29,15,39,34,5,1
17,29,9,26,24,4,0
72,18,40,25,26,5,1
72,67,75,48,29,3,1
34,66,67,39,35,3,1
26,25,21,52,26,4,1
30,35,27,76,32,2,1
59,66,80,35,38,5,1
10,21,89,26,23,5,1
79,36,79,11,35,3,1
36,28,27,79,24,3,0
96,59,87,36,21,3,1
80,61,94,73,26,1,0
31,32,57,65,25,4,0
24,17,81,89,35,5,1
79,36,79,11,35,3,1
84,20,41,79,23,4,1
31,32,57,65,25,4,1
75,75,35,53,27,1,1
86,88,89,36,26,4,1
69,70,76,87,35,2,1
17,25,15,87,24,2,1
82,18,41,29,26,1,1
85,66,43,77,36,4,1
80,61,94,73,26,1,0
42,20,59,20,24,3,0
7,31,47,14,25,2,0
78,34,17,17,35,5,0
17,66,24,78,37,1,0
74,82,39,10,24,2,0
59,66,80,35,38,5,0
25,69,78,88,31,2,0
89,71,91,74,39,4,0
66,41,78,77,22,1,0
25,28,19,26,34,1,0
76,76,14,29,29,2,1
17,29,9,26,24,4,0
61,43,33,69,31,1,1
39,58,36,67,23,5,1
10,21,89,26,23,5,1
72,10,21,82,34,4,0
75,75,35,53,27,1,1
31,32,57,65,25,4,0
66,33,62,68,30,4,0
90,34,83,94,25,3,1
80,19,6,63,25,2,1
17,25,15,87,24,2,0
17,66,24,78,37,1,1
24,81,38,21,38,1,1
13,30,15,86,22,5,1
73,74,30,19,39,5,1
